EMD_CD,EMD_NM,PRED_DATETIME,COLLECTED_AT,PRED_SEVERITY,RISK_LEVEL
11260104,묵동,2026-06-09 06:03,2026-06-09 03:03,2.19772736813143e-10,안전
11260101,면목동,2026-06-09 06:03,2026-06-09 03:03,-1.1650615588143795e-10,안전
11260105,망우동,2026-06-09 06:03,2026-06-09 03:03,-1.0083431737268367e-10,안전
11260106,신내동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11290102,성북동1가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290111,삼선동1가,2026-06-09 06:03,2026-06-09 03:03,-1.4438896057273536e-10,안전
11290101,성북동,2026-06-09 06:03,2026-06-09 03:03,1.653454710734332e-11,안전
11290109,동소문동6가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290139,석관동,2026-06-09 06:03,2026-06-09 03:03,2.994568791444377e-10,안전
11290126,보문동4가,2026-06-09 06:03,2026-06-09 03:03,-1.5045215787772187e-10,안전
11290127,보문동5가,2026-06-09 06:03,2026-06-09 03:03,-6.708170758569283e-11,안전
11290106,동소문동3가,2026-06-09 06:03,2026-06-09 03:03,4.180979481354537e-12,안전
11290108,동소문동5가,2026-06-09 06:03,2026-06-09 03:03,4.180979481354537e-12,안전
11290107,동소문동4가,2026-06-09 06:03,2026-06-09 03:03,1.7469937822627085e-11,안전
11290110,동소문동7가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290130,보문동1가,2026-06-09 06:03,2026-06-09 03:03,-6.708170758569283e-11,안전
11290115,삼선동5가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290134,길음동,2026-06-09 06:03,2026-06-09 03:03,1.2190379810283365e-07,안전
11290114,삼선동4가,2026-06-09 06:03,2026-06-09 03:03,4.180979481354537e-12,안전
11290103,돈암동,2026-06-09 06:03,2026-06-09 03:03,2.883812759551265e-08,안전
11290129,보문동7가,2026-06-09 06:03,2026-06-09 03:03,-1.5045215787772187e-10,안전
11290105,동소문동2가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290122,안암동2가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290121,안암동1가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290125,안암동5가,2026-06-09 06:03,2026-06-09 03:03,-1.6685582121058286e-10,안전
11290112,삼선동2가,2026-06-09 06:03,2026-06-09 03:03,-1.6685582121058286e-10,안전
11290135,종암동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11290131,보문동2가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290128,보문동6가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290124,안암동4가,2026-06-09 06:03,2026-06-09 03:03,-4.319540282507907e-11,안전
11290123,안암동3가,2026-06-09 06:03,2026-06-09 03:03,1.0224438946325354e-07,안전
11290136,하월곡동,2026-06-09 06:03,2026-06-09 03:03,1.0164764236736644e-08,안전
11290113,삼선동3가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290132,보문동3가,2026-06-09 06:03,2026-06-09 03:03,-1.6685582121058286e-10,안전
11290120,동선동5가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290118,동선동3가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290119,동선동4가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290116,동선동1가,2026-06-09 06:03,2026-06-09 03:03,4.180979481354537e-12,안전
11290104,동소문동1가,2026-06-09 06:03,2026-06-09 03:03,-1.6685582121058286e-10,안전
11290117,동선동2가,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11290138,장위동,2026-06-09 06:03,2026-06-09 03:03,6.734932898735656e-08,안전
11290133,정릉동,2026-06-09 06:03,2026-06-09 03:03,0.0045874092539744836,안전
11290137,상월곡동,2026-06-09 06:03,2026-06-09 03:03,1.2627230605900673e-07,안전
11305101,미아동,2026-06-09 06:03,2026-06-09 03:03,0.004587405852461722,안전
11305104,우이동,2026-06-09 06:03,2026-06-09 03:03,0.004587409796954533,안전
11305102,번동,2026-06-09 06:03,2026-06-09 03:03,3.560455304229832e-06,안전
11305103,수유동,2026-06-09 06:03,2026-06-09 03:03,0.004587409510420193,안전
11320105,쌍문동,2026-06-09 06:03,2026-06-09 03:03,3.449415428991287e-06,안전
11320107,창동,2026-06-09 06:03,2026-06-09 03:03,3.7560174391456384e-06,안전
11320106,방학동,2026-06-09 06:03,2026-06-09 03:03,3.3640480974557937e-06,안전
11320108,도봉동,2026-06-09 06:03,2026-06-09 03:03,3.7509859869709127e-06,안전
11350103,공릉동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11350104,하계동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11350106,중계동,2026-06-09 06:03,2026-06-09 03:03,8.367477711503284e-10,안전
11350105,상계동,2026-06-09 06:03,2026-06-09 03:03,2.012465536730563e-06,안전
11350102,월계동,2026-06-09 06:03,2026-06-09 03:03,2.304828456762539e-06,안전
11380106,대조동,2026-06-09 06:03,2026-06-09 03:03,2.0167635651984078e-08,안전
11380114,진관동,2026-06-09 06:03,2026-06-09 03:03,9.90684913930931e-05,안전
11380104,갈현동,2026-06-09 06:03,2026-06-09 03:03,1.492623211243071e-08,안전
11380105,구산동,2026-06-09 06:03,2026-06-09 03:03,2.2753084409935692e-08,안전
11380103,불광동,2026-06-09 06:03,2026-06-09 03:03,7.844056693516034e-08,안전
11380110,증산동,2026-06-09 06:03,2026-06-09 03:03,9.366348605644961e-09,안전
11380109,신사동,2026-06-09 06:03,2026-06-09 03:03,1.5124770854707732e-08,안전
11380102,녹번동,2026-06-09 06:03,2026-06-09 03:03,9.250117028030799e-07,안전
11380107,응암동,2026-06-09 06:03,2026-06-09 03:03,1.2003138167670276e-06,안전
11380108,역촌동,2026-06-09 06:03,2026-06-09 03:03,5.5334625795942105e-08,안전
11380101,수색동,2026-06-09 06:03,2026-06-09 03:03,2.865570260737185e-07,안전
11410109,현저동,2026-06-09 06:03,2026-06-09 03:03,6.176933728540211e-11,안전
11410103,합동,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11410117,연희동,2026-06-09 06:03,2026-06-09 03:03,6.102458102267886e-11,안전
11410104,미근동,2026-06-09 06:03,2026-06-09 03:03,4.180979481354537e-12,안전
11410114,신촌동,2026-06-09 06:03,2026-06-09 03:03,-1.4438896057273536e-10,안전
11410110,북아현동,2026-06-09 06:03,2026-06-09 03:03,-2.3387296815983943e-11,안전
11410115,봉원동,2026-06-09 06:03,2026-06-09 03:03,1.6248705954363106e-11,안전
11410112,대현동,2026-06-09 06:03,2026-06-09 03:03,-1.6685582121058286e-10,안전
11410101,충정로2가,2026-06-09 06:03,2026-06-09 03:03,1.7469937822627085e-11,안전
11410105,냉천동,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11410107,옥천동,2026-06-09 06:03,2026-06-09 03:03,-2.4046001881269256e-10,안전
11410116,창천동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11410106,천연동,2026-06-09 06:03,2026-06-09 03:03,-2.3387296815983943e-11,안전
11410111,홍제동,2026-06-09 06:03,2026-06-09 03:03,-2.856948089907513e-10,안전
11410113,대신동,2026-06-09 06:03,2026-06-09 03:03,1.7469937822627085e-11,안전
11410102,충정로3가,2026-06-09 06:03,2026-06-09 03:03,-1.4438896057273536e-10,안전
11410108,영천동,2026-06-09 06:03,2026-06-09 03:03,-2.4046001881269256e-10,안전
11410118,홍은동,2026-06-09 06:03,2026-06-09 03:03,4.813175291117627e-06,안전
11410120,남가좌동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11410119,북가좌동,2026-06-09 06:03,2026-06-09 03:03,6.200860360928817e-06,안전
11440120,서교동,2026-06-09 06:03,2026-06-09 03:03,-1.0149814870802052e-10,안전
11440122,합정동,2026-06-09 06:03,2026-06-09 03:03,-3.565852727156238e-11,안전
11440103,신공덕동,2026-06-09 06:03,2026-06-09 03:03,6.919169551185979e-11,안전
11440108,대흥동,2026-06-09 06:03,2026-06-09 03:03,4.368038301150438e-11,안전
11440124,연남동,2026-06-09 06:03,2026-06-09 03:03,-6.882579655896537e-11,안전
11440112,현석동,2026-06-09 06:03,2026-06-09 03:03,-3.233189780808632e-11,안전
11440106,토정동,2026-06-09 06:03,2026-06-09 03:03,-3.565852727156238e-11,안전
11440126,중동,2026-06-09 06:03,2026-06-09 03:03,-1.9641184795364741e-10,안전
11440123,망원동,2026-06-09 06:03,2026-06-09 03:03,-4.4934158567560196e-11,안전
11440117,신정동,2026-06-09 06:03,2026-06-09 03:03,-3.565852727156238e-11,안전
11440102,공덕동,2026-06-09 06:03,2026-06-09 03:03,4.368038301150438e-11,안전
11440118,당인동,2026-06-09 06:03,2026-06-09 03:03,-3.555515835730732e-11,안전
11440115,상수동,2026-06-09 06:03,2026-06-09 03:03,-1.9724753249769112e-10,안전
11440113,구수동,2026-06-09 06:03,2026-06-09 03:03,-4.9502735718702925e-11,안전
11440121,동교동,2026-06-09 06:03,2026-06-09 03:03,-1.4119769578292106e-10,안전
11440127,상암동,2026-06-09 06:03,2026-06-09 03:03,-1.5720370738534435e-10,안전
11440125,성산동,2026-06-09 06:03,2026-06-09 03:03,-1.483486504629998e-10,안전
11440114,창전동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11440101,아현동,2026-06-09 06:03,2026-06-09 03:03,5.170462665512045e-11,안전
11440109,염리동,2026-06-09 06:03,2026-06-09 03:03,6.889834931375593e-11,안전
11440105,용강동,2026-06-09 06:03,2026-06-09 03:03,-3.565852727156238e-11,안전
11440116,하중동,2026-06-09 06:03,2026-06-09 03:03,-3.565852727156238e-11,안전
11440110,노고산동,2026-06-09 06:03,2026-06-09 03:03,2.100205028096969e-10,안전
11440111,신수동,2026-06-09 06:03,2026-06-09 03:03,-1.8804819753790027e-10,안전
11440104,도화동,2026-06-09 06:03,2026-06-09 03:03,-1.5757241685582934e-10,안전
11440107,마포동,2026-06-09 06:03,2026-06-09 03:03,-5.2000236247524255e-11,안전
11470101,신정동,2026-06-09 06:03,2026-06-09 03:03,4.429981629167971e-06,안전
11470103,신월동,2026-06-09 06:03,2026-06-09 03:03,9.016683927373102e-11,안전
11470102,목동,2026-06-09 06:03,2026-06-09 03:03,-1.1522394487351307e-10,안전
11500102,등촌동,2026-06-09 06:03,2026-06-09 03:03,6.48067544933425e-06,안전
11500104,가양동,2026-06-09 06:03,2026-06-09 03:03,0.00010749314580482082,안전
11500108,공항동,2026-06-09 06:03,2026-06-09 03:03,6.579479354736898e-06,안전
11500109,방화동,2026-06-09 06:03,2026-06-09 03:03,6.569016835332204e-06,안전
11500111,과해동,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11500113,오쇠동,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11500112,오곡동,2026-06-09 06:03,2026-06-09 03:03,-1.6606879096471095e-11,안전
11500110,개화동,2026-06-09 06:03,2026-06-09 03:03,6.485085559572525e-06,안전
11500107,외발산동,2026-06-09 06:03,2026-06-09 03:03,-1.346443025190893e-10,안전
11500106,내발산동,2026-06-09 06:03,2026-06-09 03:03,6.581703059576034e-06,안전
11500101,염창동,2026-06-09 06:03,2026-06-09 03:03,7.298868957911795e-06,안전
11500103,화곡동,2026-06-09 06:03,2026-06-09 03:03,5.50611196485862e-06,안전
11500105,마곡동,2026-06-09 06:03,2026-06-09 03:03,0.00010725867486394464,안전
11530111,천왕동,2026-06-09 06:03,2026-06-09 03:03,4.368038301150438e-11,안전
11530107,개봉동,2026-06-09 06:03,2026-06-09 03:03,7.816167134832703e-11,안전
11530106,고척동,2026-06-09 06:03,2026-06-09 03:03,-1.765057710494271e-11,안전
11530110,온수동,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11530108,오류동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11530102,구로동,2026-06-09 06:03,2026-06-09 03:03,-1.1869426084229291e-11,안전
11530109,궁동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11530112,항동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11530101,신도림동,2026-06-09 06:03,2026-06-09 03:03,-1.6606879096471095e-11,안전
11530103,가리봉동,2026-06-09 06:03,2026-06-09 03:03,-1.515255432119579e-10,안전
11545102,독산동,2026-06-09 06:03,2026-06-09 03:03,-3.064732336374867e-11,안전
11545101,가산동,2026-06-09 06:03,2026-06-09 03:03,2.1753985016191855e-10,안전
11545103,시흥동,2026-06-09 06:03,2026-06-09 03:03,-9.403929524359043e-11,안전
11560122,문래동4가,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11560102,영등포동1가,2026-06-09 06:03,2026-06-09 03:03,-6.650301742411823e-11,안전
11560104,영등포동3가,2026-06-09 06:03,2026-06-09 03:03,-4.128505112186667e-11,안전
11560124,문래동6가,2026-06-09 06:03,2026-06-09 03:03,-1.6606879096471095e-11,안전
11560107,영등포동6가,2026-06-09 06:03,2026-06-09 03:03,-4.128505112186667e-11,안전
11560103,영등포동2가,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11560114,당산동4가,2026-06-09 06:03,2026-06-09 03:03,-2.680347034921778e-11,안전
11560125,양평동1가,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11560126,양평동2가,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11560108,영등포동7가,2026-06-09 06:03,2026-06-09 03:03,-4.128505112186667e-11,안전
11560110,여의도동,2026-06-09 06:03,2026-06-09 03:03,-3.565852727156238e-11,안전
11560131,양화동,2026-06-09 06:03,2026-06-09 03:03,-5.5326865711000314e-11,안전
11560117,당산동,2026-06-09 06:03,2026-06-09 03:03,-3.565852727156238e-11,안전
11560134,양평동,2026-06-09 06:03,2026-06-09 03:03,-4.6502451415439256e-11,안전
11560123,문래동5가,2026-06-09 06:03,2026-06-09 03:03,-1.6606879096471095e-11,안전
11560121,문래동3가,2026-06-09 06:03,2026-06-09 03:03,-4.128505112186667e-11,안전
11560129,양평동5가,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11560130,양평동6가,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11560101,영등포동,2026-06-09 06:03,2026-06-09 03:03,-1.4119769578292106e-10,안전
11560113,당산동3가,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11560111,당산동1가,2026-06-09 06:03,2026-06-09 03:03,-4.128505112186667e-11,안전
11560118,도림동,2026-06-09 06:03,2026-06-09 03:03,-1.0008732515925477e-10,안전
11560120,문래동2가,2026-06-09 06:03,2026-06-09 03:03,-3.602723674204736e-11,안전
11560119,문래동1가,2026-06-09 06:03,2026-06-09 03:03,-4.128505112186667e-11,안전
11560112,당산동2가,2026-06-09 06:03,2026-06-09 03:03,-2.680347034921778e-11,안전
11560115,당산동5가,2026-06-09 06:03,2026-06-09 03:03,-6.650301742411823e-11,안전
11560116,당산동6가,2026-06-09 06:03,2026-06-09 03:03,-4.9502735718702925e-11,안전
11560106,영등포동5가,2026-06-09 06:03,2026-06-09 03:03,-2.680347034921778e-11,안전
11560105,영등포동4가,2026-06-09 06:03,2026-06-09 03:03,-4.128505112186667e-11,안전
11560109,영등포동8가,2026-06-09 06:03,2026-06-09 03:03,-4.128505112186667e-11,안전
11560127,양평동3가,2026-06-09 06:03,2026-06-09 03:03,-1.6606879096471095e-11,안전
11560133,대림동,2026-06-09 06:03,2026-06-09 03:03,-3.2700607278571304e-11,안전
11560128,양평동4가,2026-06-09 06:03,2026-06-09 03:03,-2.680347034921778e-11,안전
11560132,신길동,2026-06-09 06:03,2026-06-09 03:03,4.117226435797186e-06,안전
11590102,상도동,2026-06-09 06:03,2026-06-09 03:03,4.242601136806232e-06,안전
11590101,노량진동,2026-06-09 06:03,2026-06-09 03:03,-1.3815205921025307e-10,안전
11590103,상도1동,2026-06-09 06:03,2026-06-09 03:03,4.271523690628169e-06,안전
11590108,대방동,2026-06-09 06:03,2026-06-09 03:03,8.599382395199146e-11,안전
11590109,신대방동,2026-06-09 06:03,2026-06-09 03:03,-4.744945180388032e-11,안전
11590105,흑석동,2026-06-09 06:03,2026-06-09 03:03,6.368094902018333e-11,안전
11590107,사당동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11590106,동작동,2026-06-09 06:03,2026-06-09 03:03,1.0958719691930729e-10,안전
11590104,본동,2026-06-09 06:03,2026-06-09 03:03,-3.027861389326369e-11,안전
11620101,봉천동,2026-06-09 06:03,2026-06-09 03:03,7.962622729034887e-10,안전
11620102,신림동,2026-06-09 06:03,2026-06-09 03:03,-1.9193091594762413e-09,안전
11620103,남현동,2026-06-09 06:03,2026-06-09 03:03,-1.5538604246816103e-09,안전
11650109,내곡동,2026-06-09 06:03,2026-06-09 03:03,1.653454710734332e-11,안전
11650104,원지동,2026-06-09 06:03,2026-06-09 03:03,-1.5974150678816637e-09,안전
11650102,양재동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11650111,신원동,2026-06-09 06:03,2026-06-09 03:03,-1.9690537561264061e-10,안전
11650101,방배동,2026-06-09 06:03,2026-06-09 03:03,1.0306115143579591e-10,안전
11650103,우면동,2026-06-09 06:03,2026-06-09 03:03,-2.421401657906993e-10,안전
11650110,염곡동,2026-06-09 06:03,2026-06-09 03:03,-2.5067443793990728e-11,안전
11650108,서초동,2026-06-09 06:03,2026-06-09 03:03,4.368038301150438e-11,안전
11650107,반포동,2026-06-09 06:03,2026-06-09 03:03,-2.336865316323968e-10,안전
11650106,잠원동,2026-06-09 06:03,2026-06-09 03:03,-5.5326865711000314e-11,안전
11680106,대치동,2026-06-09 06:03,2026-06-09 03:03,-1.6540456945949372e-10,안전
11680103,개포동,2026-06-09 06:03,2026-06-09 03:03,4.8845974458326534e-06,안전
11680111,세곡동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11680107,신사동,2026-06-09 06:03,2026-06-09 03:03,-1.655673578010915e-10,안전
11680110,압구정동,2026-06-09 06:03,2026-06-09 03:03,-5.5326865711000314e-11,안전
11680113,율현동,2026-06-09 06:03,2026-06-09 03:03,-4.744945180388032e-11,안전
11680114,일원동,2026-06-09 06:03,2026-06-09 03:03,9.016683927373102e-11,안전
11680112,자곡동,2026-06-09 06:03,2026-06-09 03:03,-1.233011780105312e-10,안전
11680115,수서동,2026-06-09 06:03,2026-06-09 03:03,9.93906056665606e-11,안전
11680105,삼성동,2026-06-09 06:03,2026-06-09 03:03,1.0659748311556206e-11,안전
11680108,논현동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11680101,역삼동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11680104,청담동,2026-06-09 06:03,2026-06-09 03:03,-2.6505634027287316e-11,안전
11680118,도곡동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11710113,거여동,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11710109,장지동,2026-06-09 06:03,2026-06-09 03:03,-6.112310404581955e-11,안전
11710108,문정동,2026-06-09 06:03,2026-06-09 03:03,-5.735012417984319e-11,안전
11710111,방이동,2026-06-09 06:03,2026-06-09 03:03,-1.8804819753790027e-10,안전
11710112,오금동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11710107,가락동,2026-06-09 06:03,2026-06-09 03:03,-2.142355697091908e-11,안전
11710106,삼전동,2026-06-09 06:03,2026-06-09 03:03,-1.107219151008501e-10,안전
11710105,석촌동,2026-06-09 06:03,2026-06-09 03:03,-1.2752404354098184e-10,안전
11710103,풍납동,2026-06-09 06:03,2026-06-09 03:03,-1.107219151008501e-10,안전
11710104,송파동,2026-06-09 06:03,2026-06-09 03:03,-1.83794148559099e-10,안전
11710101,잠실동,2026-06-09 06:03,2026-06-09 03:03,-3.233189780808632e-11,안전
11710114,마천동,2026-06-09 06:03,2026-06-09 03:03,1.3799392053391859e-11,안전
11710102,신천동,2026-06-09 06:03,2026-06-09 03:03,-3.565852727156238e-11,안전
11740102,고덕동,2026-06-09 06:03,2026-06-09 03:03,6.632401108991082e-11,안전
11740106,둔촌동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11740109,천호동,2026-06-09 06:03,2026-06-09 03:03,-1.5757241685582934e-10,안전
11740103,상일동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11740108,성내동,2026-06-09 06:03,2026-06-09 03:03,-1.6306985727227027e-10,안전
11740105,길동,2026-06-09 06:03,2026-06-09 03:03,6.919169551185979e-11,안전
11740110,강일동,2026-06-09 06:03,2026-06-09 03:03,-1.5331836787702808e-10,안전
11740101,명일동,2026-06-09 06:03,2026-06-09 03:03,5.735403525344365e-11,안전
11740107,암사동,2026-06-09 06:03,2026-06-09 03:03,-1.3815205921025307e-10,안전
